user_id,item_id,rating,timestamp
AEWRZLS7FBAX3BXANLXDKVV33CCA,B014R4KYMS,5.0,1464339322000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B00W9DHUBS,1.0,1450350999000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B00BGA9X9W,1.0,1401251319000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B003NSLGW2,2.0,1394396097000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B00CEGCN76,1.0,1393374256000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B007CM0K86,1.0,1371499982000
AEWRZLS7FBAX3BXANLXDKVV33CCA,B0088TN73M,3.0,1368219646000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B077GG9D5D,5.0,1539624039304
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00Z9TM72Q,5.0,1539623982336
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B017V6YVDC,1.0,1472418558000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00W9DHUBS,4.0,1472418524000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00W9DHUBS,2.0,1472418387000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B005GISQX4,3.0,1472417932000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00BGA9WK2,5.0,1472417837000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00CJ9OTNE,5.0,1472417117000
AG4COLOHCLHWUUYWCZ77TPJLE3EQ,B00DJRLDMU,5.0,1471237896000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B07YBXFF5C,5.0,1466540674000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B09V5R5LSZ,5.0,1454691661000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B07YBWT3PK,5.0,1454691624000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B00VULDPCI,5.0,1446819294000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B00K32USMU,5.0,1439771718000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B004RMK5QG,5.0,1439771565000
AFIILFLTBWOTZ5Y7FAHBU3IQDCMQ,B00CJ9OTNE,5.0,1410221026000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00L59D9HG,5.0,1445747992000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00KVP76G0,5.0,1445747897000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B0086VPUHI,5.0,1445747810000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00YQ74LVM,5.0,1430004872000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00DC7G2W8,5.0,1425928908000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B07DPK5NPD,5.0,1425928816000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00KTORA0K,5.0,1425928791000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B07DPK5NPD,5.0,1425928781000
AEBYEWLSJLC7OEDDSRZEQWY5WAZA,B00KQHHDZC,5.0,1425928770000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B073K6WMJ9,5.0,1620781220169
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00DBDPOZ4,5.0,1569816882015
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B087NNPYP3,5.0,1569519068286
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B01N3ASPNV,5.0,1569518948990
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B000N5Z2L4,5.0,1567849824486
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B004RMK5QG,5.0,1553414678581
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B07624RBWB,5.0,1549091979652
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00Z9TIM3Y,4.0,1509729089041
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00Z9TM72Q,1.0,1501304189136
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00BHRD4BM,5.0,1491334824000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B07YBWT3PK,5.0,1464683590000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B07YBXFF5C,5.0,1463685076000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B008CZN458,1.0,1461829179000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B07YBXJ5FK,5.0,1461828784000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B0080CAOYM,5.0,1461828757000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00CJ9OTNE,5.0,1461828695000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B0086VPUHI,3.0,1461828587000
AFWRGOGF4AI2IHRX7KZ2IYL63RXA,B00J5C3Z10,3.0,1461828416000
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B073K6WMJ9,5.0,1520039411829
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B087NN2K41,5.0,1518735241643
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B07624RBWB,5.0,1497031439000
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B01N3ASPNV,5.0,1495109120000
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B087NNPYP3,5.0,1491281078000
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B087NNPYP3,5.0,1491279695000
AHTBBASAHXHHOXKLSSZG2IPUDDFA,B009GE437W,5.0,1367179036000
AH7CYOTLQP66VONKM73LS3JKX7SQ,B014GWNTCI,5.0,1594830042002
AH7CYOTLQP66VONKM73LS3JKX7SQ,B013OW09WY,5.0,1594074561639
AH7CYOTLQP66VONKM73LS3JKX7SQ,B013OW09WY,5.0,1593382231000
AH7CYOTLQP66VONKM73LS3JKX7SQ,B014GWNTCI,5.0,1591323146682
AH7CYOTLQP66VONKM73LS3JKX7SQ,B009VUHVPM,5.0,1589328681945
AH7CYOTLQP66VONKM73LS3JKX7SQ,B01GY3601E,5.0,1543857064987
AFGLFLHKZQI35Z7UIJWNUCTFSGXQ,B01LPZM7VI,4.0,1561657791675
AFGLFLHKZQI35Z7UIJWNUCTFSGXQ,B00DBDPOZ4,5.0,1517509006305
AFGLFLHKZQI35Z7UIJWNUCTFSGXQ,B07YBX4VQN,5.0,1458273906000
AFGLFLHKZQI35Z7UIJWNUCTFSGXQ,B00K0NV5J2,5.0,1448897662000
